Pays,Serie,Valeurs 2017
Zambie,Croissance de la population (% annuel),2.951463048
Zambie,Densité de la population (personnes par kilomètre carré de superficie des terres),22.67128694
Zambie,"Population active, total",6887235
Zambie,"Population, total",16853608
Zambie,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",66.16
Zambie,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),36.11
Zambie,"Taux de mortalité, brut (pour 1 000 personnes)",6.633
Zimbabwe,Chômage (% de la population active) (estimation nationale),
Zimbabwe,Croissance de la population (% annuel),1.459405813
Zimbabwe,Densité de la population (personnes par kilomètre carré de superficie des terres),36.80134161
Zimbabwe,"Population active, total",6793476
Zimbabwe,"Population, total",14236599
Zimbabwe,"Ratio emploi-population, personnes âgées de 15 ans et plus, total (%) (estimation modélisée OIT)",78.84
Zimbabwe,Taux d’activité (% de la population âgée de 15 ans et plus) (estimation nationale),
Zimbabwe,"Taux de mortalité, brut (pour 1 000 personnes)",8.044
